function,year,amount,sheet
400 Transportation:,2014,0.0,hist05z1
401 Ground transportation,2014,55563.0,hist05z1
402 Air transportation,2014,21344.0,hist05z1
403 Water transportation,2014,9706.0,hist05z1
407 Other transportation,2014,426.0,hist05z1
"Total, Transportation",2014,87039.0,hist05z1
450 Community and Regional Development:,2014,0.0,hist05z1
451 Community development,2014,4271.0,hist05z1
452 Area and regional development,2014,2972.0,hist05z1
453 Disaster relief and insurance,2014,9289.0,hist05z1
"Total, Community and Regional Development",2014,16532.0,hist05z1
"500 Education, Training, Employment, and Social Services:",2014,0.0,hist05z1
"501 Elementary, secondary, and vocational education",2014,39287.0,hist05z1
502 Higher education,2014,17197.0,hist05z1
503 Research and general education aids,2014,3447.0,hist05z1
504 Training and employment,2014,7369.0,hist05z1
505 Other labor services,2014,1856.0,hist05z1
506 Social services,2014,18644.0,hist05z1
"Total, Education, Training, Employment, and Social Services",2014,87800.0,hist05z1
550 Health:,2014,0.0,hist05z1
551 Health care services,2014,379795.0,hist05z1
552 Health research and training,2014,32060.0,hist05z1
554 Consumer and occupational health and safety,2014,4767.0,hist05z1
"Total, Health",2014,416622.0,hist05z1
570 Medicare:,2014,0.0,hist05z1
571 Medicare,2014,527580.0,hist05z1
600 Income Security:,2014,0.0,hist05z1
601 General retirement and disability insurance (excluding social security),2014,8612.0,hist05z1
602 Federal employee retirement and disability,2014,136770.0,hist05z1
603 Unemployment compensation,2014,44194.0,hist05z1
604 Housing assistance,2014,42842.0,hist05z1
605 Food and nutrition assistance,2014,115485.0,hist05z1
609 Other income security,2014,178034.0,hist05z1
"Total, Income Security",2014,525937.0,hist05z1
650 Social Security:,2014,0.0,hist05z1
651 Social security,2014,854238.0,hist05z1
(On-budget),2014,25819.0,hist05z1
(Off-budget),2014,828419.0,hist05z1
700 Veterans Benefits and Services:,2014,0.0,hist05z1
701 Income security for veterans,2014,72432.0,hist05z1
"702 Veterans education, training, and rehabilitation",2014,13310.0,hist05z1
703 Hospital and medical care for veterans,2014,71191.0,hist05z1
704 Veterans housing,2014,2145.0,hist05z1
705 Other veterans benefits and services,2014,7162.0,hist05z1
"Total, Veterans Benefits and Services",2014,166240.0,hist05z1
750 Administration of Justice:,2014,0.0,hist05z1
751 Federal law enforcement activities,2014,27824.0,hist05z1
752 Federal litigative and judicial activities,2014,17769.0,hist05z1
753 Federal correctional activities,2014,6859.0,hist05z1
754 Criminal justice assistance,2014,3231.0,hist05z1
"Total, Administration of Justice",2014,55683.0,hist05z1
800 General Government:,2014,0.0,hist05z1
801 Legislative functions,2014,3878.0,hist05z1
802 Executive direction and management,2014,498.0,hist05z1
803 Central fiscal operations,2014,12118.0,hist05z1
804 General property and records management,2014,2355.0,hist05z1
805 Central personnel management,2014,204.0,hist05z1
806 General purpose fiscal assistance,2014,7769.0,hist05z1
808 Other general government,2014,4268.0,hist05z1
809 Deductions for offsetting receipts,2014,127.0,hist05z1
"Total, General Government",2014,31217.0,hist05z1
900 Net Interest:,2014,0.0,hist05z1
901 Interest on Treasury debt securities (gross),2014,429538.0,hist05z1
902 Interest received by on-budget trust funds,2014,-57848.0,hist05z1
903 Interest received by off-budget trust funds,2014,-100266.0,hist05z1
908 Other interest,2014,-39888.0,hist05z1
(On-budget),2014,-39888.0,hist05z1
(Off-budget),2014,0.0,hist05z1
909 Other investment income,2014,-2568.0,hist05z1
"Total, Net Interest",2014,228968.0,hist05z1
(On-budget),2014,329234.0,hist05z1
(Off-budget),2014,-100266.0,hist05z1
950 Undistributed Offsetting Receipts:,2014,0.0,hist05z1
"951 Employer share, employee retirement (on-budget)",2014,-63612.0,hist05z1
"952 Employer share, employee retirement (off-budget)",2014,-15737.0,hist05z1
953 Rents and royalties on the Outer Continental Shelf,2014,-7474.0,hist05z1
954 Sale of major assets,2014,0.0,hist05z1
959 Other undistributed offsetting receipts,2014,-1221.0,hist05z1
"Total, Undistributed Offsetting Receipts",2014,-88044.0,hist05z1
(On-budget),2014,-72307.0,hist05z1
(Off-budget),2014,-15737.0,hist05z1
Total budget authority,2014,3618985.0,hist05z1
(On-budget),2014,2906572.0,hist05z1
(Off-budget),2014,712413.0,hist05z1
On-budget unless otherwise stated,2014,0.0,hist05z1
050 National Defense:,2015,0.0,hist05z1
051 Department of Defense-Military:,2015,0.0,hist05z1
Military Personnel,2015,145858.0,hist05z1
Operation and Maintenance,2015,246575.0,hist05z1
Procurement,2015,102108.0,hist05z1
"Research, Development, Test, and Evaluation",2015,63872.0,hist05z1
Military Construction,2015,5654.0,hist05z1
Family Housing,2015,1140.0,hist05z1
Other,2015,5636.0,hist05z1
"051 Subtotal, Department of Defense-Military",2015,570843.0,hist05z1
053 Atomic energy defense activities,2015,19018.0,hist05z1
054 Defense-related activities,2015,8530.0,hist05z1
"Total, National Defense",2015,598391.0,hist05z1
150 International Affairs:,2015,0.0,hist05z1
151 International development and humanitarian assistance,2015,26152.0,hist05z1
152 International security assistance,2015,12246.0,hist05z1
153 Conduct of foreign affairs,2015,14234.0,hist05z1
154 Foreign information and exchange activities,2015,1515.0,hist05z1
155 International financial programs,2015,9111.0,hist05z1
"Total, International Affairs",2015,63258.0,hist05z1
"250 General Science, Space, and Technology:",2015,0.0,hist05z1
251 General science and basic research,2015,12552.0,hist05z1
"252 Space flight, research, and supporting activities",2015,17370.0,hist05z1
"Total, General Science, Space, and Technology",2015,29922.0,hist05z1
270 Energy:,2015,0.0,hist05z1
271 Energy supply,2015,4538.0,hist05z1
272 Energy conservation,2015,1142.0,hist05z1
274 Emergency energy preparedness,2015,202.0,hist05z1
"276 Energy information, policy, and regulation",2015,512.0,hist05z1
"Total, Energy",2015,6394.0,hist05z1
300 Natural Resources and Environment:,2015,0.0,hist05z1
301 Water resources,2015,6753.0,hist05z1
302 Conservation and land management,2015,9470.0,hist05z1
303 Recreational resources,2015,3919.0,hist05z1
304 Pollution control and abatement,2015,8113.0,hist05z1
306 Other natural resources,2015,7420.0,hist05z1
"Total, Natural Resources and Environment",2015,35675.0,hist05z1
350 Agriculture:,2015,0.0,hist05z1
351 Farm income stabilization,2015,11186.0,hist05z1
352 Agricultural research and services,2015,5756.0,hist05z1
"Total, Agriculture",2015,16942.0,hist05z1
370 Commerce and Housing Credit:,2015,0.0,hist05z1
371 Mortgage credit,2015,-22592.0,hist05z1
372 Postal service,2015,100.0,hist05z1
(On-budget),2015,100.0,hist05z1
(Off-budget),2015,0.0,hist05z1
373 Deposit insurance,2015,2.0,hist05z1
376 Other advancement of commerce,2015,20298.0,hist05z1
"Total, Commerce and Housing Credit",2015,-2192.0,hist05z1
(On-budget),2015,-2192.0,hist05z1
(Off-budget),2015,0.0,hist05z1
400 Transportation:,2015,0.0,hist05z1
401 Ground transportation,2015,55468.0,hist05z1
402 Air transportation,2015,19922.0,hist05z1
403 Water transportation,2015,9614.0,hist05z1
407 Other transportation,2015,432.0,hist05z1
"Total, Transportation",2015,85436.0,hist05z1
450 Community and Regional Development:,2015,0.0,hist05z1
451 Community development,2015,4212.0,hist05z1
452 Area and regional development,2015,2876.0,hist05z1
453 Disaster relief and insurance,2015,10364.0,hist05z1
"Total, Community and Regional Development",2015,17452.0,hist05z1
"500 Education, Training, Employment, and Social Services:",2015,0.0,hist05z1
"501 Elementary, secondary, and vocational education",2015,39215.0,hist05z1
502 Higher education,2015,49419.0,hist05z1
503 Research and general education aids,2015,3486.0,hist05z1
504 Training and employment,2015,6900.0,hist05z1
505 Other labor services,2015,1887.0,hist05z1
506 Social services,2015,18691.0,hist05z1
"Total, Education, Training, Employment, and Social Services",2015,119598.0,hist05z1
550 Health:,2015,0.0,hist05z1
551 Health care services,2015,458954.0,hist05z1
552 Health research and training,2015,32522.0,hist05z1
554 Consumer and occupational health and safety,2015,4620.0,hist05z1
"Total, Health",2015,496096.0,hist05z1
570 Medicare:,2015,0.0,hist05z1
571 Medicare,2015,547592.0,hist05z1
600 Income Security:,2015,0.0,hist05z1
601 General retirement and disability insurance (excluding social security),2015,8816.0,hist05z1
602 Federal employee retirement and disability,2015,140188.0,hist05z1
603 Unemployment compensation,2015,34853.0,hist05z1
604 Housing assistance,2015,42801.0,hist05z1
605 Food and nutrition assistance,2015,111319.0,hist05z1
609 Other income security,2015,177621.0,hist05z1
"Total, Income Security",2015,515598.0,hist05z1
650 Social Security:,2015,0.0,hist05z1
651 Social security,2015,892006.0,hist05z1
(On-budget),2015,30939.0,hist05z1
(Off-budget),2015,861067.0,hist05z1
700 Veterans Benefits and Services:,2015,0.0,hist05z1
701 Income security for veterans,2015,80004.0,hist05z1
"702 Veterans education, training, and rehabilitation",2015,15147.0,hist05z1
703 Hospital and medical care for veterans,2015,57719.0,hist05z1
704 Veterans housing,2015,745.0,hist05z1
705 Other veterans benefits and services,2015,7392.0,hist05z1
"Total, Veterans Benefits and Services",2015,161007.0,hist05z1
750 Administration of Justice:,2015,0.0,hist05z1
751 Federal law enforcement activities,2015,34126.0,hist05z1
752 Federal litigative and judicial activities,2015,14405.0,hist05z1
753 Federal correctional activities,2015,6915.0,hist05z1
754 Criminal justice assistance,2015,4937.0,hist05z1
"Total, Administration of Justice",2015,60383.0,hist05z1
800 General Government:,2015,0.0,hist05z1
801 Legislative functions,2015,3905.0,hist05z1
802 Executive direction and management,2015,511.0,hist05z1
803 Central fiscal operations,2015,11868.0,hist05z1
804 General property and records management,2015,-75.0,hist05z1
805 Central personnel management,2015,205.0,hist05z1
806 General purpose fiscal assistance,2015,7124.0,hist05z1
808 Other general government,2015,2995.0,hist05z1
809 Deductions for offsetting receipts,2015,-4786.0,hist05z1
"Total, General Government",2015,21747.0,hist05z1
900 Net Interest:,2015,0.0,hist05z1
901 Interest on Treasury debt securities (gross),2015,402429.0,hist05z1
902 Interest received by on-budget trust funds,2015,-45823.0,hist05z1
903 Interest received by off-budget trust funds,2015,-95968.0,hist05z1
908 Other interest,2015,-37766.0,hist05z1
(On-budget),2015,-37766.0,hist05z1
(Off-budget),2015,0.0,hist05z1
909 Other investment income,2015,324.0,hist05z1
"Total, Net Interest",2015,223196.0,hist05z1
(On-budget),2015,319164.0,hist05z1
(Off-budget),2015,-95968.0,hist05z1
950 Undistributed Offsetting Receipts:,2015,0.0,hist05z1
"951 Employer share, employee retirement (on-budget)",2015,-65112.0,hist05z1
"952 Employer share, employee retirement (off-budget)",2015,-16008.0,hist05z1
953 Rents and royalties on the Outer Continental Shelf,2015,-4555.0,hist05z1
954 Sale of major assets,2015,0.0,hist05z1
959 Other undistributed offsetting receipts,2015,-30128.0,hist05z1
"Total, Undistributed Offsetting Receipts",2015,-115803.0,hist05z1
(On-budget),2015,-99795.0,hist05z1
(Off-budget),2015,-16008.0,hist05z1
Total budget authority,2015,3772698.0,hist05z1
(On-budget),2015,3023607.0,hist05z1
(Off-budget),2015,749091.0,hist05z1
On-budget unless otherwise stated,2015,0.0,hist05z1
050 National Defense:,2016,0.0,hist05z1
051 Department of Defense-Military:,2016,0.0,hist05z1
Military Personnel,2016,145447.0,hist05z1
Operation and Maintenance,2016,245147.0,hist05z1
Procurement,2016,118894.0,hist05z1
"Research, Development, Test, and Evaluation",2016,69544.0,hist05z1
Military Construction,2016,6927.0,hist05z1
Family Housing,2016,1254.0,hist05z1
Other,2016,8502.0,hist05z1
"051 Subtotal, Department of Defense-Military",2016,595715.0,hist05z1
053 Atomic energy defense activities,2016,20118.0,hist05z1
054 Defense-related activities,2016,8284.0,hist05z1
"Total, National Defense",2016,624117.0,hist05z1
150 International Affairs:,2016,0.0,hist05z1
151 International development and humanitarian assistance,2016,25788.0,hist05z1
152 International security assistance,2016,11879.0,hist05z1
153 Conduct of foreign affairs,2016,14917.0,hist05z1
154 Foreign information and exchange activities,2016,1563.0,hist05z1
155 International financial programs,2016,-3683.0,hist05z1
"Total, International Affairs",2016,50464.0,hist05z1
"250 General Science, Space, and Technology:",2016,0.0,hist05z1
251 General science and basic research,2016,12953.0,hist05z1
"252 Space flight, research, and supporting activities",2016,18651.0,hist05z1
"Total, General Science, Space, and Technology",2016,31604.0,hist05z1
270 Energy:,2016,0.0,hist05z1
271 Energy supply,2016,3342.0,hist05z1
272 Energy conservation,2016,1221.0,hist05z1
274 Emergency energy preparedness,2016,220.0,hist05z1
"276 Energy information, policy, and regulation",2016,548.0,hist05z1
"Total, Energy",2016,5331.0,hist05z1
300 Natural Resources and Environment:,2016,0.0,hist05z1
301 Water resources,2016,7326.0,hist05z1
302 Conservation and land management,2016,14478.0,hist05z1
303 Recreational resources,2016,4137.0,hist05z1
304 Pollution control and abatement,2016,8202.0,hist05z1
306 Other natural resources,2016,7387.0,hist05z1
"Total, Natural Resources and Environment",2016,41530.0,hist05z1
350 Agriculture:,2016,0.0,hist05z1
351 Farm income stabilization,2016,32443.0,hist05z1
352 Agricultural research and services,2016,5100.0,hist05z1
"Total, Agriculture",2016,37543.0,hist05z1
370 Commerce and Housing Credit:,2016,0.0,hist05z1
371 Mortgage credit,2016,-9681.0,hist05z1
372 Postal service,2016,360.0,hist05z1
(On-budget),2016,96.0,hist05z1
(Off-budget),2016,264.0,hist05z1
373 Deposit insurance,2016,516.0,hist05z1
376 Other advancement of commerce,2016,15805.0,hist05z1
"Total, Commerce and Housing Credit",2016,7000.0,hist05z1
(On-budget),2016,6736.0,hist05z1
(Off-budget),2016,264.0,hist05z1
400 Transportation:,2016,0.0,hist05z1
401 Ground transportation,2016,58589.0,hist05z1
402 Air transportation,2016,20512.0,hist05z1
403 Water transportation,2016,10696.0,hist05z1
407 Other transportation,2016,451.0,hist05z1
"Total, Transportation",2016,90248.0,hist05z1
450 Community and Regional Development:,2016,0.0,hist05z1
451 Community development,2016,5019.0,hist05z1
452 Area and regional development,2016,2631.0,hist05z1
453 Disaster relief and insurance,2016,10313.0,hist05z1
"Total, Community and Regional Development",2016,17963.0,hist05z1
"500 Education, Training, Employment, and Social Services:",2016,0.0,hist05z1
"501 Elementary, secondary, and vocational education",2016,40494.0,hist05z1
502 Higher education,2016,37793.0,hist05z1
503 Research and general education aids,2016,3627.0,hist05z1
504 Training and employment,2016,7170.0,hist05z1
505 Other labor services,2016,1926.0,hist05z1
506 Social services,2016,19521.0,hist05z1
"Total, Education, Training, Employment, and Social Services",2016,110531.0,hist05z1
550 Health:,2016,0.0,hist05z1
551 Health care services,2016,476766.0,hist05z1
552 Health research and training,2016,34480.0,hist05z1
554 Consumer and occupational health and safety,2016,4822.0,hist05z1
"Total, Health",2016,516068.0,hist05z1
570 Medicare:,2016,0.0,hist05z1
571 Medicare,2016,604450.0,hist05z1
600 Income Security:,2016,0.0,hist05z1
601 General retirement and disability insurance (excluding social security),2016,9008.0,hist05z1
602 Federal employee retirement and disability,2016,141502.0,hist05z1
603 Unemployment compensation,2016,35429.0,hist05z1
604 Housing assistance,2016,44718.0,hist05z1
605 Food and nutrition assistance,2016,110922.0,hist05z1
609 Other income security,2016,182855.0,hist05z1
"Total, Income Security",2016,524434.0,hist05z1
650 Social Security:,2016,0.0,hist05z1
651 Social security,2016,920079.0,hist05z1
(On-budget),2016,32469.0,hist05z1
(Off-budget),2016,887610.0,hist05z1
700 Veterans Benefits and Services:,2016,0.0,hist05z1
701 Income security for veterans,2016,77746.0,hist05z1
"702 Veterans education, training, and rehabilitation",2016,14423.0,hist05z1
703 Hospital and medical care for veterans,2016,63053.0,hist05z1
704 Veterans housing,2016,808.0,hist05z1
705 Other veterans benefits and services,2016,7873.0,hist05z1
"Total, Veterans Benefits and Services",2016,163903.0,hist05z1
750 Administration of Justice:,2016,0.0,hist05z1
751 Federal law enforcement activities,2016,27146.0,hist05z1
752 Federal litigative and judicial activities,2016,14704.0,hist05z1
753 Federal correctional activities,2016,7479.0,hist05z1
754 Criminal justice assistance,2016,7234.0,hist05z1
"Total, Administration of Justice",2016,56563.0,hist05z1
800 General Government:,2016,0.0,hist05z1
801 Legislative functions,2016,3967.0,hist05z1
802 Executive direction and management,2016,523.0,hist05z1
803 Central fiscal operations,2016,12138.0,hist05z1
804 General property and records management,2016,925.0,hist05z1
805 Central personnel management,2016,233.0,hist05z1
806 General purpose fiscal assistance,2016,7283.0,hist05z1
808 Other general government,2016,5299.0,hist05z1
809 Deductions for offsetting receipts,2016,-4046.0,hist05z1
"Total, General Government",2016,26322.0,hist05z1
900 Net Interest:,2016,0.0,hist05z1
901 Interest on Treasury debt securities (gross),2016,429950.0,hist05z1
902 Interest received by on-budget trust funds,2016,-55536.0,hist05z1
903 Interest received by off-budget trust funds,2016,-90575.0,hist05z1
908 Other interest,2016,-41859.0,hist05z1
(On-budget),2016,-41859.0,hist05z1
(Off-budget),2016,0.0,hist05z1
909 Other investment income,2016,-1947.0,hist05z1
"Total, Net Interest",2016,240033.0,hist05z1
(On-budget),2016,330608.0,hist05z1
(Off-budget),2016,-90575.0,hist05z1
950 Undistributed Offsetting Receipts:,2016,0.0,hist05z1
"951 Employer share, employee retirement (on-budget)",2016,-67096.0,hist05z1
"952 Employer share, employee retirement (off-budget)",2016,-16936.0,hist05z1
953 Rents and royalties on the Outer Continental Shelf,2016,-2783.0,hist05z1
954 Sale of major assets,2016,0.0,hist05z1
959 Other undistributed offsetting receipts,2016,-8436.0,hist05z1
"Total, Undistributed Offsetting Receipts",2016,-95251.0,hist05z1
(On-budget),2016,-78315.0,hist05z1
(Off-budget),2016,-16936.0,hist05z1
Total budget authority,2016,3972932.0,hist05z1
(On-budget),2016,3192569.0,hist05z1
(Off-budget),2016,780363.0,hist05z1
On-budget unless otherwise stated,2016,0.0,hist05z1
050 National Defense:,2017,0.0,hist05z1
051 Department of Defense-Military:,2017,0.0,hist05z1
Military Personnel,2017,146144.0,hist05z1
Operation and Maintenance,2017,258708.0,hist05z1
Procurement,2017,124339.0,hist05z1
"Research, Development, Test, and Evaluation",2017,74129.0,hist05z1
Military Construction,2017,6893.0,hist05z1
Family Housing,2017,1316.0,hist05z1
Other,2017,14702.0,hist05z1
"051 Subtotal, Department of Defense-Military",2017,626231.0,hist05z1
053 Atomic energy defense activities,2017,21367.0,hist05z1
054 Defense-related activities,2017,8742.0,hist05z1
"Total, National Defense",2017,656340.0,hist05z1
150 International Affairs:,2017,0.0,hist05z1
151 International development and humanitarian assistance,2017,28779.0,hist05z1
152 International security assistance,2017,12451.0,hist05z1
153 Conduct of foreign affairs,2017,16153.0,hist05z1
154 Foreign information and exchange activities,2017,1640.0,hist05z1
155 International financial programs,2017,7662.0,hist05z1
"Total, International Affairs",2017,66685.0,hist05z1
"250 General Science, Space, and Technology:",2017,0.0,hist05z1
251 General science and basic research,2017,13026.0,hist05z1
"252 Space flight, research, and supporting activities",2017,19182.0,hist05z1
"Total, General Science, Space, and Technology",2017,32208.0,hist05z1
270 Energy:,2017,0.0,hist05z1
271 Energy supply,2017,4393.0,hist05z1
272 Energy conservation,2017,1195.0,hist05z1
274 Emergency energy preparedness,2017,-219.0,hist05z1
"276 Energy information, policy, and regulation",2017,523.0,hist05z1
"Total, Energy",2017,5892.0,hist05z1
300 Natural Resources and Environment:,2017,0.0,hist05z1
301 Water resources,2017,8557.0,hist05z1
302 Conservation and land management,2017,16080.0,hist05z1
303 Recreational resources,2017,4205.0,hist05z1
304 Pollution control and abatement,2017,8168.0,hist05z1
306 Other natural resources,2017,7405.0,hist05z1
"Total, Natural Resources and Environment",2017,44415.0,hist05z1
350 Agriculture:,2017,0.0,hist05z1
351 Farm income stabilization,2017,8979.0,hist05z1
352 Agricultural research and services,2017,5221.0,hist05z1
"Total, Agriculture",2017,14200.0,hist05z1
370 Commerce and Housing Credit:,2017,0.0,hist05z1
371 Mortgage credit,2017,-31600.0,hist05z1
372 Postal service,2017,305.0,hist05z1
(On-budget),2017,35.0,hist05z1
(Off-budget),2017,270.0,hist05z1
373 Deposit insurance,2017,2.0,hist05z1
376 Other advancement of commerce,2017,17075.0,hist05z1
"Total, Commerce and Housing Credit",2017,-14218.0,hist05z1
(On-budget),2017,-14488.0,hist05z1
(Off-budget),2017,270.0,hist05z1
400 Transportation:,2017,0.0,hist05z1
401 Ground transportation,2017,61109.0,hist05z1
402 Air transportation,2017,20655.0,hist05z1
403 Water transportation,2017,10097.0,hist05z1
407 Other transportation,2017,469.0,hist05z1
"Total, Transportation",2017,92330.0,hist05z1
450 Community and Regional Development:,2017,0.0,hist05z1
451 Community development,2017,13842.0,hist05z1
452 Area and regional development,2017,3333.0,hist05z1
453 Disaster relief and insurance,2017,25975.0,hist05z1
"Total, Community and Regional Development",2017,43150.0,hist05z1
"500 Education, Training, Employment, and Social Services:",2017,0.0,hist05z1
"501 Elementary, secondary, and vocational education",2017,40285.0,hist05z1
502 Higher education,2017,75306.0,hist05z1
503 Research and general education aids,2017,3725.0,hist05z1
504 Training and employment,2017,7431.0,hist05z1
505 Other labor services,2017,1899.0,hist05z1
506 Social services,2017,19718.0,hist05z1
"Total, Education, Training, Employment, and Social Services",2017,148364.0,hist05z1
550 Health:,2017,0.0,hist05z1
551 Health care services,2017,514177.0,hist05z1
552 Health research and training,2017,36477.0,hist05z1
554 Consumer and occupational health and safety,2017,5328.0,hist05z1
"Total, Health",2017,555982.0,hist05z1
570 Medicare:,2017,0.0,hist05z1
571 Medicare,2017,607068.0,hist05z1
600 Income Security:,2017,0.0,hist05z1
601 General retirement and disability insurance (excluding social security),2017,9289.0,hist05z1
602 Federal employee retirement and disability,2017,142942.0,hist05z1
603 Unemployment compensation,2017,32724.0,hist05z1
604 Housing assistance,2017,45821.0,hist05z1
605 Food and nutrition assistance,2017,108438.0,hist05z1
609 Other income security,2017,174907.0,hist05z1
"Total, Income Security",2017,514121.0,hist05z1
650 Social Security:,2017,0.0,hist05z1
651 Social security,2017,946159.0,hist05z1
(On-budget),2017,37396.0,hist05z1
(Off-budget),2017,908763.0,hist05z1
700 Veterans Benefits and Services:,2017,0.0,hist05z1
701 Income security for veterans,2017,86944.0,hist05z1
"702 Veterans education, training, and rehabilitation",2017,16441.0,hist05z1
703 Hospital and medical care for veterans,2017,68178.0,hist05z1
704 Veterans housing,2017,-540.0,hist05z1
705 Other veterans benefits and services,2017,8280.0,hist05z1
"Total, Veterans Benefits and Services",2017,179303.0,hist05z1
750 Administration of Justice:,2017,0.0,hist05z1
751 Federal law enforcement activities,2017,30991.0,hist05z1
752 Federal litigative and judicial activities,2017,15780.0,hist05z1
753 Federal correctional activities,2017,7136.0,hist05z1
754 Criminal justice assistance,2017,11805.0,hist05z1
"Total, Administration of Justice",2017,65712.0,hist05z1
800 General Government:,2017,0.0,hist05z1
801 Legislative functions,2017,4052.0,hist05z1
802 Executive direction and management,2017,541.0,hist05z1
803 Central fiscal operations,2017,12210.0,hist05z1
804 General property and records management,2017,-929.0,hist05z1
805 Central personnel management,2017,235.0,hist05z1
806 General purpose fiscal assistance,2017,6888.0,hist05z1
808 Other general government,2017,3934.0,hist05z1
809 Deductions for offsetting receipts,2017,-3538.0,hist05z1
"Total, General Government",2017,23393.0,hist05z1
900 Net Interest:,2017,0.0,hist05z1
901 Interest on Treasury debt securities (gross),2017,456921.0,hist05z1
902 Interest received by on-budget trust funds,2017,-60543.0,hist05z1
903 Interest received by off-budget trust funds,2017,-86512.0,hist05z1
908 Other interest,2017,-44029.0,hist05z1
(On-budget),2017,-44029.0,hist05z1
(Off-budget),2017,0.0,hist05z1
909 Other investment income,2017,-3302.0,hist05z1
"Total, Net Interest",2017,262535.0,hist05z1
(On-budget),2017,349047.0,hist05z1
(Off-budget),2017,-86512.0,hist05z1
950 Undistributed Offsetting Receipts:,2017,0.0,hist05z1
"951 Employer share, employee retirement (on-budget)",2017,-67471.0,hist05z1
"952 Employer share, employee retirement (off-budget)",2017,-17499.0,hist05z1
953 Rents and royalties on the Outer Continental Shelf,2017,-3106.0,hist05z1
954 Sale of major assets,2017,0.0,hist05z1
959 Other undistributed offsetting receipts,2017,-1750.0,hist05z1
"Total, Undistributed Offsetting Receipts",2017,-89826.0,hist05z1
(On-budget),2017,-72327.0,hist05z1
(Off-budget),2017,-17499.0,hist05z1
Total budget authority,2017,4153813.0,hist05z1
(On-budget),2017,3348791.0,hist05z1
(Off-budget),2017,805022.0,hist05z1
On-budget unless otherwise stated,2017,0.0,hist05z1
050 National Defense:,2018,0.0,hist05z1
051 Department of Defense-Military:,2018,0.0,hist05z1
Military Personnel,2018,150854.0,hist05z1
Operation and Maintenance,2018,274088.0,hist05z1
Procurement,2018,147487.0,hist05z1
"Research, Development, Test, and Evaluation",2018,91957.0,hist05z1
Military Construction,2018,10372.0,hist05z1
Family Housing,2018,1424.0,hist05z1
Other,2018,18435.0,hist05z1
"051 Subtotal, Department of Defense-Military",2018,694617.0,hist05z1
053 Atomic energy defense activities,2018,23329.0,hist05z1
054 Defense-related activities,2018,8992.0,hist05z1
"Total, National Defense",2018,726938.0,hist05z1
150 International Affairs:,2018,0.0,hist05z1
151 International development and humanitarian assistance,2018,28206.0,hist05z1
152 International security assistance,2018,11717.0,hist05z1
153 Conduct of foreign affairs,2018,14417.0,hist05z1
154 Foreign information and exchange activities,2018,1667.0,hist05z1
155 International financial programs,2018,24243.0,hist05z1
"Total, International Affairs",2018,80250.0,hist05z1
"250 General Science, Space, and Technology:",2018,0.0,hist05z1
251 General science and basic research,2018,14246.0,hist05z1
"252 Space flight, research, and supporting activities",2018,20129.0,hist05z1
"Total, General Science, Space, and Technology",2018,34375.0,hist05z1
270 Energy:,2018,0.0,hist05z1
271 Energy supply,2018,4512.0,hist05z1
272 Energy conservation,2018,1435.0,hist05z1
274 Emergency energy preparedness,2018,-549.0,hist05z1
"276 Energy information, policy, and regulation",2018,609.0,hist05z1
"Total, Energy",2018,6007.0,hist05z1
300 Natural Resources and Environment:,2018,0.0,hist05z1
301 Water resources,2018,26240.0,hist05z1
302 Conservation and land management,2018,16120.0,hist05z1
303 Recreational resources,2018,4843.0,hist05z1
304 Pollution control and abatement,2018,8733.0,hist05z1
306 Other natural resources,2018,7933.0,hist05z1
"Total, Natural Resources and Environment",2018,63869.0,hist05z1
350 Agriculture:,2018,0.0,hist05z1
351 Farm income stabilization,2018,7286.0,hist05z1
352 Agricultural research and services,2018,7790.0,hist05z1
"Total, Agriculture",2018,15076.0,hist05z1
370 Commerce and Housing Credit:,2018,0.0,hist05z1
371 Mortgage credit,2018,-12941.0,hist05z1
372 Postal service,2018,318.0,hist05z1
(On-budget),2018,58.0,hist05z1
(Off-budget),2018,260.0,hist05z1
373 Deposit insurance,2018,2.0,hist05z1
376 Other advancement of commerce,2018,24095.0,hist05z1
"Total, Commerce and Housing Credit",2018,11474.0,hist05z1
(On-budget),2018,11214.0,hist05z1
(Off-budget),2018,260.0,hist05z1
400 Transportation:,2018,0.0,hist05z1
401 Ground transportation,2018,68778.0,hist05z1
402 Air transportation,2018,22377.0,hist05z1
403 Water transportation,2018,12975.0,hist05z1
407 Other transportation,2018,493.0,hist05z1
"Total, Transportation",2018,104623.0,hist05z1
450 Community and Regional Development:,2018,0.0,hist05z1
451 Community development,2018,32653.0,hist05z1
452 Area and regional development,2018,5373.0,hist05z1
453 Disaster relief and insurance,2018,62497.0,hist05z1
"Total, Community and Regional Development",2018,100523.0,hist05z1
"500 Education, Training, Employment, and Social Services:",2018,0.0,hist05z1
"501 Elementary, secondary, and vocational education",2018,44593.0,hist05z1
502 Higher education,2018,27883.0,hist05z1
503 Research and general education aids,2018,3910.0,hist05z1
504 Training and employment,2018,7733.0,hist05z1
505 Other labor services,2018,1921.0,hist05z1
506 Social services,2018,21544.0,hist05z1
"Total, Education, Training, Employment, and Social Services",2018,107584.0,hist05z1
550 Health:,2018,0.0,hist05z1
551 Health care services,2018,550445.0,hist05z1
552 Health research and training,2018,39294.0,hist05z1
554 Consumer and occupational health and safety,2018,4536.0,hist05z1
"Total, Health",2018,594275.0,hist05z1
570 Medicare:,2018,0.0,hist05z1
